date,close_t_plus_2,volatility_3d,positive_score,negative_score,neutral_score
2019-01-27,47.540000915527344,0.0,0.09900836,0.15993269,0.7410589
2019-01-28,47.540000915527344,0.0,0.15261905,0.10205591,0.7453251
2019-01-29,47.119998931884766,0.005123385801364093,0.15947966,0.17569102,0.6648293
2019-01-30,48.72999954223633,0.019397427973457542,0.22913791,0.27931136,0.4915507
2019-01-31,49.220001220703125,0.005776517789552373,0.17823042,0.1206409,0.7011287
2019-02-01,50.0099983215332,0.009193080269204687,0.38564298,0.032796483,0.5815606
2019-02-02,49.900001525878906,0.0012712782571723648,0.08012112,0.28484172,0.63503724
2019-02-03,49.900001525878906,0.0012712782571723648,0.19179425,0.039870992,0.7683348
2019-02-04,49.900001525878906,0.0,0.09444009,0.019781154,0.8857788
2019-02-05,49.22999954223633,0.007804533680823443,0.5940609,0.041653536,0.36428553
2019-02-06,48.84000015258789,0.004591973901769532,0.28046653,0.06834214,0.65119135
2019-02-07,48.77000045776367,0.0008280780519497301,0.059515085,0.029453427,0.91103154
2019-02-08,50.0099983215332,0.014495863891715236,0.05519992,0.3025231,0.64227694
2019-02-09,50.470001220703125,0.005286318756169513,0.05104314,0.026238305,0.9227186
2019-02-10,50.470001220703125,0.005286318756169513,0.09646234,0.44522303,0.45831463
2019-02-11,50.470001220703125,0.005286318756169513,0.26615804,0.010890782,0.7229511
2019-02-12,50.810001373291016,0.003876380568854712,0.5429561,0.035643995,0.42139995
2019-02-13,51.400001525878906,0.009578571256624086,0.48800206,0.030323274,0.48167467
2019-02-14,51.400001525878906,0.01131980692779508,0.1984969,0.283106,0.51839715
2019-02-15,51.40999984741211,0.00011235987959700333,0.123519406,0.014050055,0.8624306
2019-02-17,51.40999984741211,0.0002972151612302445,0.03889382,0.07792896,0.88317716
2019-02-18,51.40999984741211,0.00022465505652048825,0.040223554,0.49365446,0.4661219
2019-02-19,51.40999984741211,0.0,0.034612175,0.31178156,0.6536063
2019-02-20,53.09999847412109,0.012003114487687141,0.16293411,0.014718911,0.8223469
2019-02-21,53.09999847412109,0.010416524149636912,0.06608614,0.026694,0.9072199
2019-02-22,53.22999954223633,0.0014117594370247689,0.35916403,0.11604881,0.5247872
2019-02-23,53.2400016784668,0.0001084763031065372,0.097181246,0.0122579,0.8905608
2019-02-24,53.2400016784668,0.0001084763031065372,0.026282692,0.32761768,0.6460996
2019-02-25,53.2400016784668,0.0,0.31249058,0.12422773,0.5632817
2019-02-26,52.959999084472656,0.0030444434358888697,0.23391466,0.18768339,0.578402
2019-02-27,53.93999862670898,0.0036947083123474323,0.34581122,0.031126179,0.62306255
2019-02-28,53.93999862670898,0.005973183614065491,0.22834632,0.20610707,0.56554663
2019-03-01,52.95000076293945,0.002789637510831823,0.021637168,0.51478976,0.46357307
2019-03-02,52.95000076293945,0.006944289343335449,0.039881077,0.048645504,0.91147333
2019-03-03,52.95000076293945,0.007905317691947765,0.03525728,0.06937612,0.89536655
2019-03-04,52.95000076293945,0.0,0.29647994,0.026657548,0.6768625
2019-03-05,52.59999847412109,0.003828984515091809,0.40411678,0.40529817,0.19058509
2019-03-06,53.34999847412109,0.001318641930926985,0.026596066,0.95164317,0.021760814
2019-03-07,53.34999847412109,0.010216033650258092,0.436952,0.0313609,0.5316871
2019-03-08,54.369998931884766,0.002375943610689121,0.059874505,0.29802573,0.64209974
2019-03-09,54.369998931884766,0.00765210371149541,0.051255535,0.024393499,0.924351
2019-03-10,54.369998931884766,0.008558240469416525,0.04387114,0.031411268,0.9247176
2019-03-11,54.369998931884766,0.0,0.35942927,0.15441336,0.48615736
2019-03-12,53.43999862670898,0.00996102880270678,0.2926952,0.01002345,0.69728136
2019-03-13,54.33000183105469,0.009536146782262415,0.5235557,0.06732566,0.40911865
2019-03-14,54.09999847412109,0.002449371923561988,0.09462443,0.39675066,0.5086249
2019-03-15,54.16999816894531,0.0007465475114819164,0.2969616,0.11793486,0.5851035
2019-03-17,53.81999969482422,0.0037424284616935782,0.18889835,0.02480038,0.78630126
2019-03-18,53.81999969482422,0.0037424284616935782,0.43450353,0.033152077,0.53234446
2019-03-19,54.63999938964844,0.008730150638529277,0.34516665,0.018975252,0.6358581
2019-03-20,53.2599983215332,0.014768998177843617,0.22774974,0.1400859,0.63216436
2019-03-21,53.43999862670898,0.0052268910846027545,0.1833983,0.007925364,0.8086763
2019-03-22,53.43999862670898,0.01078429037893971,0.035770383,0.0923526,0.871877
2019-03-23,53.15999984741211,0.003032978324267186,0.038721114,0.044656213,0.91662264
2019-03-25,53.15999984741211,0.003032978324267186,0.047960836,0.33791348,0.61412567
2019-03-26,53.11000061035156,0.0005432779708641702,0.10010811,0.32224238,0.57764953
2019-03-27,54.36000061035156,0.006378432865512281,0.029017506,0.8908373,0.08014518
2019-03-28,54.36000061035156,0.0077629515513688565,0.12571263,0.011001991,0.86328536
2019-03-29,55.47999954223633,0.009310913812506314,0.17005014,0.16826442,0.66168547
2019-03-30,55.47999954223633,0.012645211660136435,0.024881108,0.0931875,0.8819314
